-118.127,89.356,138.44732,36.47864,89.253
-112.727,100.156,138.50591,36.57664,89.14
-112.727,94.756,138.50674,36.52798,89.196
-112.727,89.356,138.50757,36.47933,89.252
-107.327,105.556,138.56543,36.62595,89.083
-107.327,100.156,138.56623,36.57729,89.139
-107.327,94.756,138.56702,36.52864,89.195
-107.327,89.356,138.56782,36.47998,89.251
-101.927,110.956,138.62504,36.67523,89.026
-101.927,105.556,138.6258,36.62657,89.082
-101.927,100.156,138.62656,36.57792,89.138
-101.927,94.756,138.62731,36.52926,89.194
-101.927,89.356,138.62807,36.48061,89.25
-96.527,110.956,138.68544,36.67583,89.025
-96.527,105.556,138.68616,36.62717,89.081
-96.527,100.156,138.68688,36.57851,89.138
-96.527,94.756,138.6876,36.52986,89.194
-96.527,89.356,138.68832,36.4812,89.25
-96.527,83.956,138.68903,36.43254,89.306
-96.527,78.556,138.68975,36.38388,89.362
-96.527,73.156,138.69046,36.33522,89.418
-96.527,67.756,138.69117,36.28656,89.473
-96.527,62.356,138.69188,36.23791,89.529
-96.527,56.956,138.69258,36.18925,89.585
-96.527,51.556,138.69329,36.14058,89.641
-96.527,46.156,138.69399,36.09192,89.696
-96.527,40.756,138.69469,36.04326,89.752
-91.127,110.956,138.74585,36.67639,89.024
-91.127,105.556,138.74653,36.62774,89.081
-91.127,100.156,138.74721,36.57908,89.137
-91.127,94.756,138.7479,36.53042,89.193
-91.127,89.356,138.74857,36.48176,89.249
-91.127,83.956,138.74925,36.4331,89.305
-91.127,78.556,138.74993,36.38444,89.361
-91.127,73.156,138.7506,36.33578,89.417
-91.127,67.756,138.75127,36.28712,89.473
-91.127,62.356,138.75194,36.23846,89.529
-91.127,56.956,138.75261,36.1898,89.584
-91.127,51.556,138.75328,36.14114,89.64
-91.127,46.156,138.75395,36.09248,89.695
-91.127,40.756,138.75461,36.04382,89.751
-91.127,35.356,138.75527,35.99515,89.806
-85.727,110.956,138.80626,36.67693,89.024
-85.727,105.556,138.8069,36.62827,89.08
-85.727,100.156,138.80755,36.57961,89.136
-85.727,94.756,138.80819,36.53095,89.192
-85.727,89.356,138.80883,36.48229,89.249
-85.727,83.956,138.80947,36.43363,89.305
-85.727,78.556,138.81011,36.38497,89.36
-85.727,73.156,138.81074,36.33631,89.416
-85.727,67.756,138.81138,36.28765,89.472
-85.727,62.356,138.81201,36.23899,89.528
-85.727,56.956,138.81265,36.19033,89.584
-85.727,51.556,138.81328,36.14167,89.639
-85.727,46.156,138.81391,36.093,89.695
-85.727,40.756,138.81453,36.04434,89.75
-85.727,35.356,138.81516,35.99568,89.806
-85.727,29.956,138.81578,35.94701,89.861
-80.327,121.756,138.86544,36.77475,88.91
-80.327,116.356,138.86605,36.7261,88.967
-80.327,110.956,138.86666,36.67744,89.023
-80.327,105.556,138.86727,36.62878,89.079
-80.327,100.156,138.86788,36.58012,89.136
-80.327,94.756,138.86848,36.53146,89.192
-80.327,89.356,138.86909,36.4828,89.248
-80.327,83.956,138.86969,36.43414,89.304
-80.327,78.556,138.87029,36.38547,89.36
-80.327,73.156,138.87089,36.33681,89.416
-80.327,67.756,138.87149,36.28815,89.472
-80.327,62.356,138.87208,36.23949,89.527
-80.327,56.956,138.87268,36.19083,89.583
-80.327,51.556,138.87327,36.14216,89.639
-80.327,46.156,138.87386,36.0935,89.694
-80.327,40.756,138.87445,36.04483,89.75
-80.327,35.356,138.87504,35.99617,89.805
-80.327,29.956,138.87563,35.94751,89.861
-80.327,24.556,138.87622,35.89884,89.916
-74.927,121.756,138.92593,36.77523,88.91
-74.927,116.356,138.9265,36.72657,88.966
-74.927,110.956,138.92707,36.67791,89.023
-74.927,105.556,138.92764,36.62925,89.079
-74.927,100.156,138.92821,36.58059,89.135
-74.927,94.756,138.92878,36.53193,89.191
-74.927,89.356,138.92935,36.48327,89.247
-74.927,83.956,138.92991,36.43461,89.303
-74.927,78.556,138.93047,36.38595,89.359
-74.927,73.156,138.93104,36.33728,89.415
-74.927,67.756,138.9316,36.28862,89.471
-74.927,62.356,138.93216,36.23996,89.527
-74.927,56.956,138.93271,36.19129,89.583
-74.927,51.556,138.93327,36.14263,89.638
-74.927,46.156,138.93382,36.09396,89.694
-74.927,40.756,138.93438,36.0453,89.749
-74.927,35.356,138.93493,35.99663,89.805
-74.927,29.956,138.93548,35.94797,89.86
-74.927,24.556,138.93603,35.8993,89.915
-69.527,127.156,138.98588,36.82434,88.853
-69.527,121.756,138.98642,36.77568,88.909
-69.527,116.356,138.98695,36.72702,88.966
-69.527,110.956,138.98749,36.67836,89.022
-69.527,105.556,138.98802,36.6297,89.078
-69.527,100.156,138.98855,36.58103,89.135
-69.527,94.756,138.98908,36.53237,89.191
-69.527,89.356,138.98961,36.48371,89.247
-69.527,83.956,138.99013,36.43505,89.303
-69.527,78.556,138.99066,36.38638,89.359
-69.527,73.156,138.99118,36.33772,89.415
-69.527,67.756,138.99171,36.28906,89.471
-69.527,62.356,138.99223,36.24039,89.526
-69.527,56.956,138.99275,36.19173,89.582
-69.527,51.556,138.99327,36.14306,89.638
-69.527,46.156,138.99379,36.0944,89.693
-69.527,40.756,138.9943,36.04573,89.749
-69.527,35.356,138.99482,35.99707,89.804
-69.527,29.956,138.99533,35.9484,89.86
-69.527,24.556,138.99585,35.89973,89.915
-64.127,137.956,139.04541,36.92207,88.739
-64.127,132.556,139.04591,36.87341,88.796
-64.127,127.156,139.04641,36.82475,88.852
-64.127,121.756,139.04691,36.77609,88.909
-64.127,116.356,139.0474,36.72743,88.965
